,LocusID,Description,Length,nInsertionsRep1,pvalRep1,nInsertionsRep2,pvalRep2,Calls
48,HNEAP_RS00255,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase PurH,1562,0,3.3706317186257887e-28,0,2.3447521251210183e-27,Essential
49,HNEAP_RS00260,DNA recombination protein RmuC,1595,84,0.9954622918678522,83,0.9970254065301536,Nonessential
50,HNEAP_RS00265,hypothetical protein,197,5,0.2028471830892292,5,0.2270390937117781,Ambiguous
51,HNEAP_RS00270,metallophosphoesterase,854,35,0.6202606225414429,36,0.7456344992133018,Nonessential
52,HNEAP_RS00275,hypothetical protein,476,17,0.3843991797292737,18,0.531383177584035,Nonessential
53,HNEAP_RS00280,hypothetical protein,380,15,0.5595692886020251,15,0.6068790100803254,Nonessential
54,HNEAP_RS00285,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,2837,117,0.6854531902671444,110,0.5558796206541846,Nonessential
55,HNEAP_RS00290,hypothetical protein,458,29,0.9942478198082271,27,0.9879548330681668,Nonessential
56,HNEAP_RS00295,molecular chaperone Skp,530,50,0.9999999904500528,49,0.9999999903749393,Nonessential
57,HNEAP_RS00300,phosphopantetheine-binding protein,248,8,0.34645554788066857,8,0.3823528455125185,Ambiguous
58,HNEAP_RS00305,3-oxoacyl-ACP synthase,1247,111,0.9999999999999968,109,0.9999999999999972,Nonessential
59,HNEAP_RS00310,acyl carrier protein,284,12,0.6603289142992348,12,0.6983558831137529,Nonessential
60,HNEAP_RS12050,membrane protein-like protein,698,40,0.990721182325493,40,0.9942735003450648,Nonessential
61,HNEAP_RS00320,AMP-dependent synthetase and ligase,1781,114,0.9999995484354304,113,0.9999998214707404,Nonessential
62,HNEAP_RS00325,acyl-CoA synthetase,944,48,0.9630032953279529,47,0.9664026604708236,Nonessential
63,HNEAP_RS00330,outer membrane lipoprotein carrier protein LolA,599,46,0.9999894503513542,44,0.99997778481039,Nonessential
64,HNEAP_RS00335,MMPL domain-containing protein,2414,121,0.9952058832088276,116,0.9921896451017566,Nonessential
65,HNEAP_RS00340,hypothetical protein,452,32,0.9993009315213002,32,0.9995826914672766,Nonessential
66,HNEAP_RS00345,2-hydroxyacid dehydrogenase,986,51,0.9744663958331856,51,0.9843844846160512,Nonessential
67,HNEAP_RS00350,PilZ domain-containing protein,290,17,0.9573297725595712,18,0.981909078295393,Nonessential
68,HNEAP_RS00355,glutamate racemase,860,38,0.7806527364073809,38,0.8312968162746901,Nonessential
69,HNEAP_RS00360,Txe/YoeB family addiction module toxin,263,7,0.17787763460762213,7,0.20392754126508175,Ambiguous
70,HNEAP_RS00365,prevent-host-death family protein,242,6,0.15177425499807334,6,0.17420971045019795,Ambiguous
71,HNEAP_RS00370,hypothetical protein,203,15,0.9925160391497836,15,0.9943362298133998,Ambiguous
72,HNEAP_RS00375,hypothetical protein,269,7,0.15999440653029162,6,0.10467526240971753,Ambiguous
73,HNEAP_RS00380,hypothetical protein,230,16,0.9890334211633658,16,0.9917099168504268,Ambiguous
74,HNEAP_RS00385,hypothetical protein,434,26,0.9843693033435496,24,0.9684077522627816,Nonessential
75,HNEAP_RS00390,hypothetical protein,251,8,0.3326149101348987,8,0.3681685410038038,Ambiguous
76,HNEAP_RS00395,hypothetical protein,209,5,0.16026734250727015,5,0.18174147172690586,Ambiguous
77,HNEAP_RS00400,hypothetical protein,179,7,0.5828867856408165,7,0.6153431204402358,Ambiguous
78,HNEAP_RS00405,hypothetical protein,332,5,0.008569966664109521,5,0.011202755178093977,Nonessential
79,HNEAP_RS00410,hypothetical protein,308,11,0.4334372010133991,10,0.3585217057655346,Nonessential
80,HNEAP_RS00415,yfeABCD locus regulator,545,23,0.669344579005153,23,0.7205689914718383,Nonessential
81,HNEAP_RS00420,ATPase,584,30,0.9349248443935692,30,0.9525438858008904,Nonessential
82,HNEAP_RS00425,DUF1330 domain-containing protein,290,1,0.0001030303302763804,0,1.1373860104542274e-05,Ambiguous
83,HNEAP_RS00430,VOC family protein,371,0,2.9846385027129754e-07,0,4.7312054556039764e-07,Essential
84,HNEAP_RS00435,cation transporter,611,27,0.7552406368023853,26,0.7409341396917469,Nonessential
85,HNEAP_RS00440,N-acetyltransferase,479,1,7.823296108960763e-08,1,1.3759131338064925e-07,Essential
86,HNEAP_RS00445,hypothetical protein,323,19,0.9651039021698768,17,0.9229276185351314,Nonessential
87,HNEAP_RS12420,hypothetical protein,215,10,0.7630470200471857,10,0.7911450589732266,Ambiguous
88,HNEAP_RS00450,mercury transporter MerC,410,13,0.2477972794794962,13,0.28788647142725104,Nonessential
89,HNEAP_RS00455,hypothetical protein,356,12,0.3416901840198305,11,0.2809995836300945,Nonessential
90,HNEAP_RS00460,hypothetical protein,353,22,0.9850746333828729,20,0.9657810526364792,Nonessential
91,HNEAP_RS00465,hypothetical protein,1166,47,0.5814800809086098,46,0.6055302949974755,Nonessential
92,HNEAP_RS00470,integrase,260,21,0.9992069922359459,19,0.9971342136649366,Ambiguous
93,GFF94,hypothetical protein,352,24,0.9959129852223912,25,0.998648751865679,Nonessential
94,HNEAP_RS00480,class I SAM-dependent methyltransferase,602,32,0.9588049385868774,33,0.9814934077978812,Nonessential
95,HNEAP_RS00485,SNF2-like protein,3260,260,1.0,252,1.0,Nonessential
96,HNEAP_RS00490,ferrous iron transport protein A,314,8,0.12200900121445167,7,0.0816015542570382,Nonessential
97,HNEAP_RS00495,ferrous iron transport protein A,254,2,0.0022631315471143467,2,0.002929115436003573,Ambiguous
98,HNEAP_RS00500,Fe(2+) transporter permease subunit FeoB,2336,3,1.2697730515568852e-36,3,2.1017438205109135e-35,Essential
99,HNEAP_RS12055,hypothetical protein,344,19,0.940659161099532,16,0.8217239021576471,Nonessential
100,HNEAP_RS00510,molecular chaperone DnaJ,893,42,0.8848803340069067,39,0.8152320562729654,Nonessential
101,HNEAP_RS00515,50S ribosomal protein L36,125,4,0.4439031116265541,4,0.4711935061993171,Ambiguous
102,HNEAP_RS00520,tRNA-Phe,75,1,0.19663287202442292,1,0.2107234357372892,Ambiguous
103,HNEAP_RS00525,imidazoleglycerol-phosphate dehydratase,596,0,3.2931827858687067e-11,0,6.903006277537521e-11,Essential
104,HNEAP_RS00530,imidazole glycerol phosphate synthase subunit HisH,650,0,3.697171703262828e-12,0,8.287322101887595e-12,Essential
105,HNEAP_RS00535,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,755,0,5.261879119061181e-14,0,1.343729650454468e-13,Essential
106,HNEAP_RS00540,imidazole glycerol phosphate synthase subunit HisF,773,1,8.363289503297003e-13,1,2.1177959874051087e-12,Essential
107,HNEAP_RS00545,phosphoribosyl-AMP cyclohydrolase,410,0,6.151257597423119e-08,0,1.0234736385815476e-07,Essential
108,HNEAP_RS00550,phosphoribosyl-ATP diphosphatase,374,2,3.5840766346883923e-05,1,6.717853384192798e-06,Ambiguous
109,HNEAP_RS00555,twin-arginine translocase subunit TatA,281,0,1.1423576581245333e-05,0,1.619366772529103e-05,Essential
110,HNEAP_RS12060,twin-arginine translocase subunit TatB,626,5,1.1412008909096482e-06,4,4.089352812406245e-07,Essential
111,HNEAP_RS00565,twin-arginine translocase subunit TatC,1031,4,1.1066710556861107e-13,5,2.9703869959275977e-12,Essential
112,HNEAP_RS00570,2 3-bisphosphoglycerate-independent phosphoglycerate mutase,1541,0,7.889637583657186e-28,0,5.347088865061906e-27,Essential
113,HNEAP_RS00575,iron export ABC transporter permease subunit FetB,800,28,0.2842215911903855,27,0.2783837287175238,Nonessential
114,HNEAP_RS00580,ABC transporter,617,20,0.20824773852441608,19,0.18841446487242056,Nonessential
115,HNEAP_RS00585,hypothetical protein,1346,58,0.764204533878809,55,0.7046843323394623,Nonessential
116,HNEAP_RS00590,DNA helicase RecG,2078,171,1.0,168,1.0,Nonessential
117,HNEAP_RS00595,Hsp20/alpha crystallin family protein,419,23,0.9513448376382748,22,0.941359887158574,Nonessential
118,HNEAP_RS12065,AraC family transcriptional regulator,980,60,0.9995184127151076,59,0.9996200218286914,Nonessential
119,HNEAP_RS00605,OmpA family protein,1196,77,0.9999801197193812,72,0.9998922326437631,Nonessential
120,HNEAP_RS00610,hypothetical protein,1259,83,0.9999957039848516,79,0.9999863326319112,Nonessential
121,HNEAP_RS00615,hypothetical protein,509,24,0.8362561903542918,23,0.8180030415198308,Nonessential
122,HNEAP_RS00620,hypothetical protein,371,21,0.9580146546689022,19,0.9155574872202124,Nonessential
123,HNEAP_RS12070,AraC family transcriptional regulator,986,74,0.9999998849719652,73,0.9999999269881624,Nonessential
124,HNEAP_RS12075,outer membrane autotransporter barrel domain-containing protein,2918,188,0.9999999998934648,190,0.9999999999969408,Nonessential
125,HNEAP_RS00635,diguanylate cyclase,1385,82,0.9998117817114808,78,0.9995396563503609,Nonessential
126,HNEAP_RS00640,response regulator,371,27,0.998967753852914,25,0.997222579242792,Nonessential
127,HNEAP_RS00645,sensor histidine kinase,2576,137,0.9996646677744738,131,0.9992479955746824,Nonessential
128,HNEAP_RS00650,serine/threonine-protein phosphatase,803,55,0.9999526431764618,54,0.9999600453240076,Nonessential
129,HNEAP_RS00655,magnesium and cobalt transport protein CorA,1106,72,0.999975668291546,70,0.9999711463346048,Nonessential
130,HNEAP_RS00660,glycosyltransferase family 1 protein,1253,112,0.999999999999998,108,0.9999999999999909,Nonessential
131,HNEAP_RS00665,phosphatase PAP2 family protein,626,55,0.9999999758588372,51,0.9999997073094558,Nonessential
132,HNEAP_RS00670,general secretion pathway protein GspC,857,62,0.9999966734863132,61,0.9999974581096946,Nonessential
133,HNEAP_RS00675,type II secretion system protein GspD,2177,133,0.999999266713154,129,0.9999989375546992,Nonessential
134,HNEAP_RS00680,type II secretion system protein GspE,1508,111,0.9999999995498152,109,0.999999999672731,Nonessential
135,HNEAP_RS00685,type II secretion system protein GspF,1223,51,0.6743097015373525,52,0.7921516914053766,Nonessential
136,HNEAP_RS00690,type II secretion system protein GspG,500,10,0.010551604870986915,10,0.014637445076833363,Nonessential
137,HNEAP_RS12080,prepilin-type cleavage/methylation domain-containing protein,641,30,0.8470130304835998,30,0.8820046138559371,Nonessential
138,HNEAP_RS12085,type II secretion system protein GspI,392,33,0.9999775129547962,31,0.9999312042828225,Nonessential
139,HNEAP_RS00705,type II secretion system protein GspJ,761,24,0.14365866184208045,21,0.06568103872466759,Nonessential
140,HNEAP_RS00710,general secretion pathway protein GspK,947,45,0.9034315199761987,46,0.9509652154769476,Nonessential
141,HNEAP_RS00715,type II secretory pathway component PulL-like protein,1250,95,0.9999999986010706,90,0.999999988979168,Nonessential
142,HNEAP_RS00720,type II secretion system protein M,518,33,0.9966285831286308,31,0.9933003835960298,Nonessential
143,HNEAP_RS00725,type II secretion system protein N,836,59,0.999988585260254,55,0.9999379619403188,Nonessential
144,HNEAP_RS00730,DUF4395 domain-containing protein,725,33,0.8173731589015332,33,0.8590634413935034,Nonessential
145,HNEAP_RS00735,hypothetical protein,1406,49,0.1960651253767247,47,0.1799973848772469,Nonessential
146,HNEAP_RS00740,BCCT family transporter,2048,139,0.9999999991056104,133,0.9999999954407222,Nonessential
147,HNEAP_RS00745,MFS transporter,1310,49,0.3693900306268381,50,0.51290528676701,Nonessential
148,HNEAP_RS00750,MFS transporter,1226,47,0.4413779022574185,45,0.4090160941966624,Nonessential
149,HNEAP_RS12090,peptidoglycan-binding lysin domain-containing protein-containing protein,1061,51,0.9267174367625988,49,0.9134003655570144,Nonessential
150,HNEAP_RS00760,serine/threonine protein kinase,1673,107,0.9999990096720318,105,0.9999992606431464,Nonessential
151,HNEAP_RS00765,phosphopeptide-binding protein,518,30,0.9831897730248382,30,0.9885532170020959,Nonessential
152,HNEAP_RS00770,NADPH-dependent 7-cyano-7-deazaguanine reductase QueF,389,17,0.7135144744560664,16,0.6685137542915172,Nonessential
153,HNEAP_RS00775,chromosome segregation protein SMC,3524,246,1.0,240,1.0,Nonessential
154,HNEAP_RS00780,cell division protein ZipA,995,3,3.934835072024114e-14,3,1.2336370531648716e-13,Essential
155,HNEAP_RS00785,NAD-dependent DNA ligase LigA,2057,4,1.509655792780485e-30,4,1.712797798441671e-29,Essential
156,HNEAP_RS00790,octaprenyl diphosphate synthase,968,0,9.438862963834639e-18,0,3.140230177204023e-17,Essential
157,HNEAP_RS00795,tRNA-Pro,76,5,0.9185389016116547,5,0.92730331197418,Ambiguous
158,HNEAP_RS00800,Lrp/AsnC family transcriptional regulator,467,27,0.9783727691315584,26,0.974629800906862,Nonessential
159,GFF160,2-isopropylmalate synthase,1793,113,0.999998953883892,109,0.999997962351336,Nonessential
160,HNEAP_RS00810,ABC transporter ATP-binding protein,1874,83,0.8593087341024706,83,0.9114453967169368,Nonessential
161,HNEAP_RS00815,phosphohistidine phosphatase SixA,524,23,0.7345734491442699,23,0.7797150019517475,Nonessential
162,HNEAP_RS00820,rhombosortase,563,23,0.6104089158327854,22,0.5846313332222752,Nonessential
163,HNEAP_RS00825,transaldolase,1097,57,0.9814137546843036,55,0.9779277621636832,Nonessential
164,HNEAP_RS00830,hypothetical protein,770,47,0.9982830581658224,47,0.9990677356336412,Nonessential
165,HNEAP_RS00835,RNA polymerase sigma factor,545,32,0.9879842864571318,32,0.9920553439993292,Nonessential
166,HNEAP_RS00840,hypothetical protein,479,41,0.9999979506725474,41,0.9999990422382912,Nonessential
167,HNEAP_RS00845,phosphate porin,1304,90,0.9999997230087508,90,0.9999999250009302,Nonessential
168,HNEAP_RS00850,sensor domain-containing diguanylate cyclase,1058,67,0.9999022133009922,63,0.9996568960544546,Nonessential
169,HNEAP_RS00855,protein disulfide oxidoreductase,659,48,0.9999718979211678,48,0.9999869550601068,Nonessential
170,HNEAP_RS00860,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC,1181,0,1.693161930066249e-21,0,7.338563648191929e-21,Essential
171,HNEAP_RS00865,dUTP diphosphatase,485,16,0.2682969827754552,16,0.3138900576833133,Nonessential
172,HNEAP_RS00870,acetylglutamate kinase,887,2,1.778612275746413e-13,2,5.030497527793401e-13,Essential
173,HNEAP_RS00875,hypothetical protein,296,8,0.16688083639083398,8,0.1935475616048787,Nonessential
174,HNEAP_RS00880,DUF4124 domain-containing protein,692,31,0.7874601735615762,31,0.8324843121082821,Nonessential
175,HNEAP_RS00885,MFS transporter,1217,97,0.9999999999207406,92,0.999999999273498,Nonessential
176,HNEAP_RS00890,ArsR family transcriptional regulator,683,35,0.9453486658458858,36,0.9744098080503084,Nonessential
177,HNEAP_RS00895,ATPase AAA,968,43,0.8008291730000497,41,0.7644676048732393,Nonessential
178,HNEAP_RS00900,DUF58 domain-containing protein,1073,42,0.5042477692657132,41,0.5220527187504242,Nonessential
179,HNEAP_RS00905,hypothetical protein,545,26,0.8567546129932029,26,0.8878631975917046,Nonessential
180,HNEAP_RS00910,VWA domain-containing protein,1019,62,0.9995309617108942,64,0.9999275041527499,Nonessential
181,HNEAP_RS00915,hypothetical protein,1958,92,0.9536174595642359,92,0.9751337093830996,Nonessential
182,HNEAP_RS00920,hypothetical protein,1349,67,0.9708953471471914,67,0.9834124015251492,Nonessential
183,HNEAP_RS00925,hypothetical protein,713,42,0.9949089790633204,42,0.9969888084678152,Nonessential
184,HNEAP_RS00930,High potential iron-sulfur protein,347,17,0.8475079225613532,17,0.8740862568313588,Nonessential
185,HNEAP_RS00935,SELO family protein,1502,111,0.9999999996405804,111,0.9999999999358704,Nonessential
186,HNEAP_RS00940,hypothetical protein,1142,46,0.5795265543665484,46,0.6592387400350621,Nonessential
187,HNEAP_RS00945,diaminobutyrate acetyltransferase,488,34,0.9993236456877608,33,0.9992162802481751,Nonessential
188,HNEAP_RS00950,diaminobutyrate--2-oxoglutarate transaminase,1289,73,0.9987304121398404,72,0.9991163489731338,Nonessential
189,HNEAP_RS00955,ectoine synthase,407,8,0.018447681818708737,9,0.047763242007546426,Nonessential
190,HNEAP_RS00960,inositol monophosphatase,854,38,0.7930613897182329,38,0.8417226613292883,Nonessential
191,HNEAP_RS00965,rhodanese,1013,81,0.9999999979949328,82,0.9999999997741064,Nonessential
192,HNEAP_RS00970,DUF2076 domain-containing protein,788,46,0.99564525126415,45,0.9959421458489424,Nonessential
193,HNEAP_RS00975,bifunctional riboflavin kinase/FAD synthetase,941,6,1.5685245794117706e-10,5,6.5147322718773e-11,Essential
194,HNEAP_RS00980,type II restriction endonuclease,842,10,1.4656494923780437e-06,9,8.852243608988415e-07,Essential
195,HNEAP_RS00985,DNA adenine methylase,914,4,7.901926912683676e-12,4,2.1728644165835927e-11,Essential
196,HNEAP_RS00990,DUF3240 domain-containing protein,305,11,0.4470978827921368,11,0.4898094574689906,Nonessential
197,HNEAP_RS00995,CusA/CzcA family heavy metal efflux RND transporter,3104,150,0.9927099941199538,145,0.9909340474652644,Nonessential
198,HNEAP_RS01000,efflux RND transporter periplasmic adaptor subunit,1136,104,0.9999999999999962,99,0.9999999999999469,Nonessential
199,HNEAP_RS01005,TolC family protein,1388,106,0.9999999998615504,100,0.9999999981247332,Nonessential
200,HNEAP_RS01010,DNA-binding response regulator,788,49,0.9990311522184246,49,0.9994944519824536,Nonessential
201,HNEAP_RS01015,two-component sensor histidine kinase,1415,145,1.0,143,1.0,Nonessential
202,HNEAP_RS01020,glutamate--ammonia ligase,1409,1,9.799810629978494e-24,1,5.464248163217042e-23,Essential
203,HNEAP_RS01025,tryptophan-rich sensory protein,467,17,0.41665544738694416,17,0.4689699117133287,Nonessential
204,HNEAP_RS01030,DUF2309 domain-containing protein,2483,165,0.9999999998574944,161,0.9999999998442094,Nonessential
205,HNEAP_RS01035,NADH dehydrogenase subunit 5,1655,94,0.9996981068836368,93,0.9998311797710652,Nonessential
206,HNEAP_RS01040,LysR family transcriptional regulator,947,24,0.010901881736409054,24,0.017202398728656792,Nonessential
207,HNEAP_RS01045,DUF3817 domain-containing protein,353,14,0.5693633309394208,15,0.7120342086704357,Nonessential
208,HNEAP_RS01050,aminoacyl-tRNA hydrolase,398,5,0.0013678287364411411,5,0.001935426792753823,Nonessential
209,HNEAP_RS01055,hypothetical protein,542,23,0.6789400963106712,23,0.7293658521861233,Nonessential
210,HNEAP_RS01060,thioredoxin domain-containing protein,1553,108,0.9999999847194204,101,0.9999997648325968,Nonessential
211,HNEAP_RS01065,DUF839 domain-containing protein,1877,117,0.9999988164360168,115,0.9999992191094556,Nonessential
212,HNEAP_RS01070,hypothetical protein,1742,95,0.9989727398571796,93,0.9991306937166432,Nonessential
213,HNEAP_RS12425,PKD domain-containing protein,2117,111,0.998328185906458,111,0.9993858211813476,Nonessential
214,HNEAP_RS01080,hypothetical protein,1130,43,0.4274624202483918,41,0.3868781992751025,Nonessential
215,HNEAP_RS01085,DUF2892 domain-containing protein,200,6,0.3161657341870342,6,0.34710934310189284,Ambiguous
216,HNEAP_RS01090,hypothetical protein,347,26,0.9991994912110722,26,0.999490506407827,Nonessential
217,HNEAP_RS01095,lipoprotein-releasing system transmembrane subunit LolC,1247,0,1.1692235769639834e-22,0,5.500521843060632e-22,Essential
218,HNEAP_RS01100,ABC transporter ATP-binding protein,707,1,1.1108278675838614e-11,1,2.591781366020776e-11,Essential
219,HNEAP_RS01105,alkaline invertase,1478,106,0.9999999958230872,105,0.9999999983348594,Nonessential
220,HNEAP_RS01110,sucrose-phosphate synthase,2354,186,1.0,182,1.0,Nonessential
221,HNEAP_RS01115,haloacid dehalogenase,881,61,0.9999850518554944,59,0.9999781169461718,Nonessential
222,HNEAP_RS01120,Small-conductance mechanosensitive channel-like protein,668,65,0.9999999999760072,67,0.9999999999991696,Nonessential
223,HNEAP_RS01125,pilin,485,40,0.999993468493758,36,0.9999181584654748,Nonessential
224,HNEAP_RS01130,monofunctional biosynthetic peptidoglycan transglycosylase,722,29,0.5751586283084149,27,0.489251148062844,Nonessential
225,HNEAP_RS01135,Vi polysaccharide biosynthesis UDP-N-acetylglucosamine C-6 dehydrogenase TviB,1283,63,0.9604151587768648,61,0.95693691098772,Nonessential
226,HNEAP_RS01140,nucleotidyltransferase domain-containing protein,317,16,0.8686046231837297,15,0.8335524725515094,Nonessential
227,HNEAP_RS01145,hypothetical protein,533,23,0.7072090156981432,22,0.6821918564382434,Nonessential
228,HNEAP_RS12100,class I SAM-dependent methyltransferase,761,82,0.9999999999999996,81,0.9999999999999998,Nonessential
229,HNEAP_RS01155,group 1 glycosyl transferase,1139,68,0.9995425775626086,67,0.9996701752621155,Nonessential
230,HNEAP_RS12105,type 11 methyltransferase,746,30,0.5774160043630214,29,0.5704517937390964,Nonessential
231,HNEAP_RS01165,hypothetical protein,926,49,0.98058897645008,46,0.9639548118834024,Nonessential
232,HNEAP_RS12430,acyltransferase,554,12,0.013744258346894413,12,0.0192118581104514,Nonessential
233,HNEAP_RS01170,DegT/DnrJ/EryC1/StrS family aminotransferase,1163,53,0.8641109212614934,50,0.8103915264831807,Nonessential
234,HNEAP_RS01175,hypothetical protein,317,4,0.00445392540051721,3,0.001700407518416185,Nonessential
235,HNEAP_RS01180,nucleotidyltransferase domain-containing protein,296,8,0.16688083639083398,8,0.1935475616048787,Nonessential
236,HNEAP_RS01185,type II toxin-antitoxin system RelE/ParE family toxin,329,14,0.6712360876601458,14,0.711477088565595,Nonessential
237,HNEAP_RS01190,type II toxin-antitoxin system prevent-host-death family antitoxin,251,2,0.002500999938775926,2,0.003225174192121102,Ambiguous
238,HNEAP_RS01195,Txe/YoeB family addiction module toxin,260,10,0.5423975911203747,9,0.4543498971504753,Ambiguous
239,HNEAP_RS01200,type II toxin-antitoxin system prevent-host-death family antitoxin,251,8,0.3326149101348987,8,0.3681685410038038,Ambiguous
240,HNEAP_RS01205,Uma2 family endonuclease,563,2,3.690517656905293e-08,2,6.987504729377314e-08,Essential
241,HNEAP_RS01210,2 3 4 5-tetrahydropyridine-2 6-dicarboxylate N-succinyltransferase,833,0,2.235039594889868e-15,0,6.2881313741330344e-15,Essential
242,HNEAP_RS01215,carbohydrate porin,1157,69,0.9995663585293894,65,0.998743969912226,Nonessential
