,Locus Id,NCBI Accession number,NCBI gi number,Gene description,High CO2 fitness replicate 1,Low CO2 fitness replicate 1,High CO2 fitness replicate 2,Low CO2 fitness replicate 2,High CO2 error replicate 1,Low CO2 error replicate 1,High CO2 error replicate 2,High CO2 error replicate 2,Has HCR phenotype
42,HNEAP_RS00265,WP_012822957.1,502585163.0,hypothetical protein,-0.0761728554210247,-0.297821302971408,-0.525768128236454,-0.797849373964721,0.181193803679715,0.189752902807745,0.16982360212583097,0.185157738487341,False
43,HNEAP_RS00270,WP_012822958.1,502585164.0,metallophosphoesterase,-0.687327261202854,-0.8117569856275021,-0.8441180466561329,-0.9153121331896651,0.27490637783112204,0.27709602913118003,0.247890986814719,0.255087658433046,False
44,HNEAP_RS00275,WP_012822959.1,502585165.0,hypothetical protein,0.21859806543526802,-0.0788857440056852,-0.0175853650932442,-0.14456224969672898,0.14110567973978,0.143854522909971,0.142589829130357,0.146196868134729,False
45,HNEAP_RS00280,WP_012822960.1,502585166.0,hypothetical protein,-0.44374816262403005,-0.17617682563615097,-0.0819926866677456,0.23912912828840804,0.145691737121568,0.131863343514023,0.145681394838803,0.141130657553139,False
46,HNEAP_RS00285,WP_081441064.1,1174219883.0,bifunctional [glutamate--ammonia ligase]-adenylyl-L-tyrosine phosphorylase/[glutamate--ammonia-ligase] adenylyltransferase,-0.564334135115688,-0.789904272783968,-0.647531041721177,-0.810681273085514,0.13926886828073598,0.144070085566738,0.12808419411112099,0.135792460399198,False
47,HNEAP_RS00290,WP_012822962.1,502585168.0,hypothetical protein,-0.104455098392378,-0.138727293768368,-0.0724651220262717,-0.0854004168257227,0.110921077069516,0.105821468442446,0.0995374678141035,0.0992663172155038,False
48,HNEAP_RS00295,WP_012822963.1,502585169.0,molecular chaperone Skp,-0.23912801046746499,-0.10273494591641198,-0.0586376055573831,-0.0449661651048854,0.0835803473830958,0.0786155347846551,0.0776497158041413,0.0778780725376065,False
49,HNEAP_RS00300,WP_012822964.1,502585170.0,phosphopantetheine-binding protein,0.060330026058308,0.0739447954381447,-0.0875107899026739,-0.106743266878135,0.19497457872064397,0.188734180951438,0.191660763966233,0.194540962301053,False
50,HNEAP_RS00305,WP_012822965.1,502585171.0,3-oxoacyl-ACP synthase,-0.13888640300584804,-0.0782612935690639,-0.0308677718151257,-0.00371133126311979,0.0517566054986461,0.0499010959921647,0.0492695550065594,0.0501515436367711,False
51,HNEAP_RS00310,WP_012822966.1,502585172.0,acyl carrier protein,0.309851742654777,0.8088222191633141,-0.0525547608092661,-0.164781116234387,0.302489331685166,0.273826577137403,0.258748682620857,0.26961563065192895,False
52,HNEAP_RS12050,WP_012822967.1,502585173.0,membrane protein-like protein,0.159879465670521,0.0707180106803027,0.119018045919782,0.156086700581123,0.089539531311688,0.0877951122504576,0.0804669733592428,0.0814010523908923,False
53,HNEAP_RS00320,WP_012822968.1,502585174.0,AMP-dependent synthetase and ligase,-0.15738363297608599,-0.13176695449735198,-0.0385263019904539,-0.0155673990773106,0.0518798430494937,0.0498539161289918,0.0476421358523074,0.0484228284147371,False
54,HNEAP_RS00325,WP_012822969.1,502585175.0,acyl-CoA synthetase,-0.141883602527165,0.0040492263700415395,-0.0516961257358267,-0.3695061338441621,0.0873248648166951,0.0822263665498518,0.0797597973344568,0.0847498633519097,False
55,HNEAP_RS00330,WP_012822970.1,502585176.0,outer membrane lipoprotein carrier protein LolA,-0.11699023953381,-0.0272130337403675,-0.0907466260381148,-0.138654540354767,0.0937888833652138,0.0892625346072346,0.0836921012981583,0.0860603534612408,False
56,HNEAP_RS00335,WP_012822971.1,502585177.0,MMPL domain-containing protein,-0.0214746715386743,-0.0191427768352465,-0.0627763072296863,-0.127495227569964,0.0502752479423956,0.0485640295943239,0.0463452873625991,0.0473742150536622,False
57,HNEAP_RS00340,WP_012822972.1,502585178.0,hypothetical protein,-0.0774167275710225,-0.189796516269512,0.10304252972424699,-0.133950808174703,0.10270943048931802,0.0976709159863316,0.0936395281656167,0.0988655195730743,False
58,HNEAP_RS00345,WP_012822974.1,502585180.0,2-hydroxyacid dehydrogenase,-0.207864120142446,-0.134565932261004,-0.14454226691575697,-0.106656467414819,0.113723703325185,0.10764386114106599,0.101788696648736,0.104145438143389,False
59,HNEAP_RS00350,WP_012822975.1,502585181.0,PilZ domain-containing protein,-0.145540455793918,0.0313184725994067,-0.041556601806202006,0.0989461514757897,0.221629234359357,0.20619592828618802,0.206627075496703,0.20372405014955397,False
60,HNEAP_RS00355,WP_012822976.1,502585182.0,glutamate racemase,-0.0300217524196602,0.0028458136219922897,0.00470597274898171,-0.0425362906092219,0.0858883998479683,0.0829304735717016,0.0784648985160011,0.0808750338023984,False
61,HNEAP_RS00360,WP_012822977.1,502585183.0,Txe/YoeB family addiction module toxin,-0.192744341665103,0.0287436475433024,-0.106142151598175,0.0392045480863173,0.225784095212034,0.207831666099688,0.21352257952002301,0.21086870334109803,False
62,HNEAP_RS00365,WP_012822978.1,502585184.0,prevent-host-death family protein,-0.290245640737634,-0.152699948092727,0.571942071585412,-0.28681888313136605,0.36343758424348493,0.33927276906397996,0.307894778258743,0.363126159837659,False
63,HNEAP_RS00370,WP_041600304.1,753844687.0,hypothetical protein,0.0450338073543967,-0.0202928606474609,-0.0322353358042114,0.0821832409080318,0.11372107414027,0.11257213204364401,0.109459041311267,0.108628400029319,False
64,HNEAP_RS00380,WP_012822981.1,502585188.0,hypothetical protein,-0.154022302569769,0.0290180602047203,0.0384267770468057,-0.0202002195458713,0.134865896216315,0.125640677324641,0.120915996832993,0.12220355518471401,False
65,HNEAP_RS00385,WP_041600305.1,753844688.0,hypothetical protein,0.056624714790964994,-0.0826898625459365,-0.15933356542659302,-0.0645718575653778,0.15284144433775698,0.15358546178029098,0.147813439120323,0.150551436011633,False
66,HNEAP_RS00390,WP_012822983.1,502585190.0,hypothetical protein,-0.187290999463959,-0.125247216672553,-0.251834246107083,-0.0926765094844669,0.25607544983013897,0.24617317770760502,0.24692783095831,0.239231701489055,False
67,HNEAP_RS00395,WP_041600306.1,753844689.0,hypothetical protein,-0.24366765447668803,-0.0875384616345246,0.0672982926859232,0.0358010323235619,0.16490145092943398,0.155528357786042,0.149602668916761,0.152356600894104,False
68,HNEAP_RS00400,WP_012822986.1,502585193.0,hypothetical protein,0.41318022539753796,-0.15513491663457402,0.262497306650712,0.17908410323228602,0.21337383046684302,0.22967496722524397,0.21455123365391396,0.22143727957945303,False
69,HNEAP_RS00405,WP_012822987.1,502585194.0,hypothetical protein,0.116510919375322,-0.36855748583057896,-0.14470876746440198,-0.323594084317158,0.233514488012975,0.24523033097452498,0.21542162762804395,0.22529485499420798,False
70,HNEAP_RS00410,WP_012822988.1,502585195.0,hypothetical protein,-0.23813717863038897,0.0765042219427623,-0.0942105371856363,-0.0728165717499442,0.22124785308581602,0.20010281024946697,0.19662820062005396,0.19772741932602397,False
71,HNEAP_RS00415,WP_012822990.1,502585197.0,yfeABCD locus regulator,-0.0568545474143745,-0.158017049444117,0.0566911641985617,-0.0646390605106592,0.151819215543095,0.14949182029734698,0.143120709409148,0.147276162654386,False
72,HNEAP_RS00420,WP_012822991.1,502585198.0,ATPase,-0.215661340514022,-0.043719512870745006,-0.0163597081139229,-0.19101114789548698,0.0834741207145557,0.0782678782393448,0.0741242757681433,0.0772188148385954,False
73,HNEAP_RS00435,WP_012822995.1,502585202.0,cation transporter,0.102671661290002,0.00883638720770405,0.237967065598707,0.159024114316214,0.091506521924753,0.0898149066201815,0.0848391721736392,0.0864290059579291,False
74,HNEAP_RS00445,WP_012822997.1,502585204.0,hypothetical protein,-0.045104047972757993,0.0976712251152164,-0.180989654642227,-0.174959218947458,0.12349266950710401,0.116665510860298,0.11639045732891198,0.116965479811594,False
75,HNEAP_RS12420,WP_012822998.1,502585205.0,hypothetical protein,-0.0721311417403815,-0.0710510120570056,-0.0898487117153324,-0.18678808396505603,0.131738332356025,0.12369592063102001,0.11696757021885698,0.119099145290118,False
76,HNEAP_RS00450,WP_012822999.1,502585206.0,mercury transporter MerC,0.0924677087978139,0.0498325712557209,-0.18182186964970604,0.10799657308356501,0.118391973833738,0.11473972465233,0.110251600774668,0.107884566988998,False
77,HNEAP_RS00455,WP_012823000.1,502585207.0,hypothetical protein,0.222235883627595,0.147918525934504,0.0614439257378028,0.0270758285171305,0.142410353774508,0.138278263378661,0.13798584051319,0.13921875048898902,False
78,HNEAP_RS00460,WP_012823001.1,502585208.0,hypothetical protein,-0.41979378851258503,-0.23064403280778698,-0.29960767011170397,0.0853289183456829,0.11751617499552801,0.108402655477902,0.11132653784612,0.105102943938045,False
79,HNEAP_RS00465,WP_012823002.1,502585209.0,hypothetical protein,-0.19903797784736,-0.0838713262104771,-0.0177177714239414,-0.0704963040644692,0.081938223623982,0.0770023262408089,0.0732828889282961,0.0757580693601578,False
80,HNEAP_RS00470,WP_041600489.1,753844872.0,integrase,0.0192872962373765,0.13929198521102498,-0.11309907356642,0.102015102386533,0.130978587357725,0.12486654366157199,0.12331761473515,0.12001640548197501,False
81,HNEAP_RS00480,WP_012823003.1,502585210.0,class I SAM-dependent methyltransferase,-0.183478403641302,-0.0629525130531632,-0.0220993521592053,-0.12241478410348701,0.102858075408136,0.0979284995545358,0.0931352463721027,0.0975799568473138,False
82,HNEAP_RS00485,WP_012823004.1,502585211.0,SNF2-like protein,-0.0701683733774979,-0.0952930287797132,-0.0487049137556593,-0.0903267624871058,0.0355978361751577,0.0346015996684426,0.0326167306503623,0.0335004482495421,False
83,HNEAP_RS00490,WP_012823005.1,502585212.0,ferrous iron transport protein A,-0.42988437379684596,-0.21253411078000103,0.0347532161099262,0.009665252843728071,0.31063511567671503,0.283768553784627,0.28190504075314504,0.286578992227788,False
84,HNEAP_RS00510,WP_012823009.1,502585216.0,molecular chaperone DnaJ,-0.0330474163317346,-0.0519161052134928,-0.23161260322393398,-0.0616574861749548,0.0968205369832676,0.0967554675366209,0.0913678194380246,0.0908035356391466,False
85,HNEAP_RS00565,WP_081441171.1,1174219990.0,twin-arginine translocase subunit TatC,-0.30396319841543107,-0.317772407437384,-0.41572102845235603,-0.24894581519868697,0.25427084260294397,0.24752418191997402,0.253356498198604,0.250722332627829,False
86,HNEAP_RS00575,WP_012823021.1,502585229.0,iron export ABC transporter permease subunit FetB,-0.35577559306727796,-0.34096736588102505,-0.301276142146107,-0.16772368325746698,0.129986660765368,0.125040378401806,0.11883800701010801,0.11698028800927698,False
87,HNEAP_RS00580,WP_012823022.1,502585230.0,ABC transporter,-0.483056436722171,-0.217863161956526,-0.587571559513214,-0.329088792250453,0.15985155917965602,0.14626280544201198,0.15273431444564198,0.14491106538749401,False
88,HNEAP_RS00585,WP_041600309.1,753844692.0,hypothetical protein,-0.29622051905353003,-0.246181614461114,-0.259084825089582,-0.21171578746556402,0.0828832864108842,0.0795252875229348,0.0791000605477317,0.0791756153583058,False
89,HNEAP_RS00590,WP_012823024.1,502585232.0,DNA helicase RecG,-0.378404140454576,-0.432664580103397,-0.266298037421035,-0.41838515700476797,0.0550195441470736,0.053390201689299,0.0499860052544662,0.0525013753458986,False
90,HNEAP_RS00595,WP_012823025.1,502585233.0,Hsp20/alpha crystallin family protein,-0.0955815297852656,-0.00239299175411825,0.243815123297637,0.0535235281390783,0.11701119113109,0.11401700665814901,0.10876213274326499,0.112984144764337,False
91,HNEAP_RS12065,WP_012823026.1,502585234.0,AraC family transcriptional regulator,-0.0812388532534589,-0.112339419660957,0.16817967719599697,0.0115138544327468,0.0607303981171416,0.0591147912250296,0.0561789030625806,0.0581203362758857,False
92,HNEAP_RS00605,WP_081441065.1,1174219884.0,OmpA family protein,-0.175199107726003,-0.137860680101148,-0.00900588351502643,0.0239093021682766,0.0784141221205308,0.074886251099972,0.0724531739413186,0.0730343229194834,False
93,HNEAP_RS00610,WP_012823028.1,502585236.0,hypothetical protein,-0.0476733897869003,-0.0629934255214146,0.0029979081248939802,-0.0164870827754826,0.0629233724948757,0.0610134136501822,0.0587875789782402,0.0596455683122055,False
94,HNEAP_RS00615,WP_012823029.1,502585237.0,hypothetical protein,0.00073570784595578,-0.0256337338101036,0.108081869964011,-0.178288973057728,0.14594711284274697,0.142126432873318,0.13952544475804401,0.146600827650347,False
95,HNEAP_RS00620,WP_012823030.1,502585238.0,hypothetical protein,-0.0077016685021134,0.0706417549304887,-0.0502626263297518,0.11948755653952099,0.128186818262878,0.12275728582895402,0.12485257200355,0.12216792203594301,False
96,HNEAP_RS12070,WP_012823031.1,502585239.0,AraC family transcriptional regulator,0.094742923906118,-0.0631758564478594,0.0656185230232709,0.0390157173172514,0.0601644971608429,0.0592496887224518,0.0571102373228767,0.0582759883227406,False
97,HNEAP_RS12075,WP_012823032.1,502585240.0,outer membrane autotransporter barrel domain-containing protein,0.016681624795181,-0.0621178998345509,-0.0506403789350122,-0.0231417446674954,0.0405464934123636,0.0395602911321808,0.0373680072251683,0.0378223089195439,False
98,HNEAP_RS00635,WP_012823033.1,502585241.0,diguanylate cyclase,0.0411967033222494,0.00822877050606,-0.22840296929663603,-0.139395767529218,0.07238057712408799,0.0711939463110282,0.0676724479277698,0.0681104424100962,False
99,HNEAP_RS00640,WP_012823034.1,502585242.0,response regulator,-0.277446728323893,-0.0658968987771373,-0.0697646797657686,-0.26876629307669,0.135457098450741,0.12451613865373,0.125554365007526,0.131203391412309,False
100,HNEAP_RS00645,WP_012823035.1,502585243.0,sensor histidine kinase,-0.0119170995552232,0.008107073711936471,-0.0758663478990584,-0.1750741974853,0.0509826767695996,0.0494372521159602,0.0469577185626026,0.0487364728638368,False
101,HNEAP_RS00650,WP_081441066.1,1174219885.0,serine/threonine-protein phosphatase,-0.14253792209544902,-0.188139000012768,-0.0864888965817698,-0.0684342327828932,0.0881847120850063,0.0859160166079401,0.0788420577427719,0.0799172532133073,False
102,HNEAP_RS00655,WP_012823037.1,502585245.0,magnesium and cobalt transport protein CorA,-0.277910134023208,-0.20406778881627302,-0.184291785293949,-0.0933672170497088,0.0699711560581297,0.06713283725999501,0.064039228334017,0.064039228334017,False
103,HNEAP_RS00660,WP_081441067.1,1174219886.0,glycosyltransferase family 1 protein,-0.0113570889802093,-0.00445188491209161,-0.047158609255895,-0.119797635663007,0.0577468938400899,0.0555448349397215,0.0525301683834121,0.054005012360855996,False
104,HNEAP_RS00665,WP_081441068.1,1174219887.0,phosphatase PAP2 family protein,-0.11502441634116599,-0.0495291082885644,-0.00713596661165095,-0.0133663752494436,0.0998471467736671,0.096742761662365,0.0923853886365591,0.0946888868262514,False
105,HNEAP_RS00670,WP_012823040.1,502585248.0,general secretion pathway protein GspC,-0.0460129144268793,-0.0318422090132925,-0.136943215891485,-0.0371627218149662,0.0599298065491414,0.0580379468528139,0.0571625172168379,0.0574106316983436,False
106,HNEAP_RS00675,WP_012823041.1,502585249.0,type II secretion system protein GspD,0.0501972584537506,0.0728073604306843,0.0853166607906276,-0.00449638813661044,0.0451691641058951,0.0435674953856822,0.0418752953954582,0.0429843797787305,False
107,HNEAP_RS00680,WP_012823042.1,502585250.0,type II secretion system protein GspE,-0.0040689439539317,0.14313818655688398,0.0389782059632374,-0.0331186912192513,0.0468121409235683,0.0443261645324336,0.0430162926214725,0.0442176780082982,False
108,HNEAP_RS00685,WP_012823043.1,502585251.0,type II secretion system protein GspF,0.0445737337958362,-0.09168303430666801,-0.0292337968773945,-0.005384934272880029,0.0655809693718528,0.0646929052683425,0.06205795291329401,0.0628377281919186,False
109,HNEAP_RS00690,WP_012823044.1,502585252.0,type II secretion system protein GspG,-0.0847503811026162,-0.0681548130988363,-0.0297646086728998,0.14387042075340198,0.149126920465346,0.143185675670764,0.13942234248474403,0.134888457769679,False
110,HNEAP_RS12080,WP_012823045.1,502585253.0,prepilin-type cleavage/methylation domain-containing protein,-0.10704757906622199,0.228566244582804,0.0480683593821167,-0.00339800792806624,0.109553889515565,0.0992972263805058,0.0940246527425287,0.0968127019711112,False
111,HNEAP_RS12085,WP_012823046.1,502585254.0,type II secretion system protein GspI,0.00241458528916871,0.12679183443961697,-0.165636487244516,-0.0248363514318596,0.0933983341588757,0.0891745446464764,0.0851749475409365,0.0842579460621141,False
112,HNEAP_RS00705,WP_012823047.1,502585255.0,type II secretion system protein GspJ,0.280726331679215,0.31397068343413503,0.139368169216317,0.283120201771204,0.0934147812993637,0.0900066427465183,0.0907946869742014,0.089172917655815,False
113,HNEAP_RS00710,WP_012823048.1,502585256.0,general secretion pathway protein GspK,0.00786644416314924,0.0271687047223119,0.127447779772068,0.0900593031768759,0.0663086067296321,0.0635444256366891,0.0626822977397125,0.0641535312908332,False
114,HNEAP_RS00715,WP_012823049.1,502585257.0,type II secretory pathway component PulL-like protein,-0.0597035924740875,0.0435718409851089,-0.0162950316392679,-0.0185179259261679,0.0555945040080539,0.0534175164272688,0.051899033953337996,0.0524487425897736,False
115,HNEAP_RS00720,WP_012823050.1,502585258.0,type II secretion system protein M,-0.0841539830407931,0.00270649737807482,0.0597895785262151,0.0172237351004804,0.0730324129501224,0.0699957470795,0.0670114925151423,0.0681950565326585,False
116,HNEAP_RS00725,WP_012823051.1,502585259.0,type II secretion system protein N,0.00137872576281184,-0.05558238326086701,0.0580057457394547,-0.108031256867289,0.064461234308415,0.0629830626859731,0.0607308175609563,0.0631663741810027,False
117,HNEAP_RS00730,WP_012823052.1,502585260.0,DUF4395 domain-containing protein,-0.144852543482019,-0.0107633807889561,-0.20726576164769397,-0.0844823582829482,0.0749130683490645,0.0708860626214256,0.0682324561010533,0.0671338818951961,False
118,HNEAP_RS00735,WP_049772433.1,908628400.0,hypothetical protein,0.15050795447708898,0.0131553358205813,-0.0780932954813578,-0.0726377563736951,0.0789765099060356,0.0769849317106889,0.0741494851293637,0.0748662055966821,False
