,locusId,sysName,type,scaffoldId,begin,end,strand,name,desc,GC,nTA,pvalInitial,pvalCorrected,length,inserts,lg,predictedInsertionRate
74,HNEAP_RS00385,HNEAP_RS00385,1,NC_013422.1,82401,82835,-,,hypothetical protein,0.4483,17,0.9684077522627816,0.9259979140285255,434,24,194.5622,0.04215320331646548
75,HNEAP_RS00390,HNEAP_RS00390,1,NC_013422.1,82918,83169,-,,hypothetical protein,0.4841,11,0.3681685410038038,0.19013824821367953,251,8,121.50909999999999,0.045519441725409185
76,HNEAP_RS00395,HNEAP_RS00395,1,NC_013422.1,83469,83678,-,,hypothetical protein,0.5571,3,0.18174147172690586,0.035130146871976214,209,5,116.43390000000001,0.0523835591514676
77,HNEAP_RS00400,HNEAP_RS00400,1,NC_013422.1,83787,83966,+,,hypothetical protein,0.5833,1,0.6153431204402358,0.22955564044734414,179,7,104.4107,0.054847119104381704
78,HNEAP_RS00405,HNEAP_RS00405,1,NC_013422.1,84404,84736,-,,hypothetical protein,0.3664,16,0.011202755178093977,0.026859842886018146,332,5,121.6448,0.03445222773846297
79,HNEAP_RS00410,HNEAP_RS00410,1,NC_013422.1,84810,85118,-,,hypothetical protein,0.5372,10,0.3585217057655346,0.08808842293407149,308,10,165.4576,0.050512381935322904
80,HNEAP_RS00415,HNEAP_RS00415,1,NC_013422.1,85475,86020,-,,yfeABCD locus regulator,0.4505,16,0.7205689914718383,0.5478591969311133,545,23,245.5225,0.042360067129305595
81,HNEAP_RS00420,HNEAP_RS00420,1,NC_013422.1,86050,86634,-,,ATPase,0.5504,16,0.9525438858008904,0.5316590354982298,584,30,321.4336,0.0517535648123636
82,HNEAP_RS00425,HNEAP_RS00425,1,NC_013422.1,87553,87843,-,,DUF1330 domain-containing protein,0.3746,13,1.1373860104542275e-05,3.0463398719533565e-05,290,0,108.634,0.03522326558632159
83,HNEAP_RS00430,HNEAP_RS00430,1,NC_013422.1,87840,88211,-,,VOC family protein,0.4194,16,4.7312054556039764e-07,3.290781019137115e-07,371,0,155.5974,0.039435765047793045
84,HNEAP_RS00435,HNEAP_RS00435,1,NC_013422.1,88585,89196,-,,cation transporter,0.4804,34,0.7409341396917469,0.4263289974502981,611,26,293.5244,0.045171534403814446
85,HNEAP_RS00440,HNEAP_RS00440,1,NC_013422.1,89303,89782,-,,N-acetyltransferase,0.5375,14,1.3759131338064925e-07,4.309268961129914e-10,479,1,257.4625,0.05054059063707382
86,HNEAP_RS00445,HNEAP_RS00445,1,NC_013422.1,90138,90461,-,,hypothetical protein,0.4722,12,0.9229276185351314,0.8066502862050109,323,17,152.5206,0.044400496555955835
87,HNEAP_RS12420,HNEAP_RS12420,1,NC_013422.1,90867,91082,-,,hypothetical protein,0.4444,5,0.7911450589732266,0.7104844881260972,215,10,95.546,0.04178649019370346
88,HNEAP_RS00450,HNEAP_RS00450,1,NC_013422.1,91085,91495,-,,mercury transporter MerC,0.4696,17,0.287886471427251,0.13171897600011995,410,13,192.536,0.044156021140781154
89,HNEAP_RS00455,HNEAP_RS00455,1,NC_013422.1,91540,91896,-,,hypothetical protein,0.5042,10,0.28099958363009453,0.08389338550436612,356,11,179.49519999999998,0.04740942474272116
90,HNEAP_RS00460,HNEAP_RS00460,1,NC_013422.1,91913,92266,-,,hypothetical protein,0.5395,11,0.9657810526364793,0.7424523530597157,353,20,190.4435,0.05072864864874666
91,HNEAP_RS00465,HNEAP_RS00465,1,NC_013422.1,92363,93529,-,,hypothetical protein,0.4053,49,0.6055302949974755,0.6318608237099153,1166,46,472.5798,0.03810995606549957
92,HNEAP_RS00470,HNEAP_RS00470,1,NC_013422.1,93675,93935,+,,integrase,0.5134,8,0.9971342136649366,0.971694672956485,260,19,133.48399999999998,0.04827449159641618
93,GFF94,,7,NC_013422.1,94056,94408,+,,hypothetical protein,0.5354,11,0.998648751865679,0.9655301619362624,352,25,188.4608,0.05034312972481735
94,HNEAP_RS00480,HNEAP_RS00480,1,NC_013422.1,94568,95170,+,,class I SAM-dependent methyltransferase,0.5688,7,0.9814934077978813,0.6031005647175125,602,33,342.4176,0.05348369851975366
95,HNEAP_RS00485,HNEAP_RS00485,1,NC_013422.1,95561,98821,-,,SNF2-like protein,0.5747,55,0.9999999999999999,0.9999999880555542,3260,252,1873.522,0.054038469654188515
96,HNEAP_RS00490,HNEAP_RS00490,1,NC_013422.1,99273,99587,+,,ferrous iron transport protein A,0.5937,5,0.0816015542570382,0.0032149280533529437,314,7,186.4218,0.055825020765080426
97,HNEAP_RS00495,HNEAP_RS00495,1,NC_013422.1,99584,99838,+,,ferrous iron transport protein A,0.5725,3,0.0029291154360035735,9.40152460073181e-05,254,2,145.415,0.0538316058413484
98,HNEAP_RS00500,HNEAP_RS00500,1,NC_013422.1,99908,102244,+,,Fe(2+) transporter permease subunit FeoB,0.5627,41,2.1017438205109138e-35,2.6792549558875672e-50,2336,3,1314.4672,0.05291012158415152
99,HNEAP_RS12055,HNEAP_RS12055,1,NC_013422.1,102268,102612,+,,hypothetical protein,0.5884,6,0.8217239021576471,0.2828826155415091,344,16,202.4096,0.05532666703414743
100,HNEAP_RS00510,HNEAP_RS00510,1,NC_013422.1,102736,103629,-,,molecular chaperone DnaJ,0.5884,11,0.8152320562729654,0.06978201095560677,893,39,525.4412,0.055326667034147424
101,HNEAP_RS00515,HNEAP_RS00515,1,NC_013422.1,103831,103956,-,,50S ribosomal protein L36,0.4683,3,0.4711935061993171,0.35157853010968965,125,4,58.5375,0.044033783433193814
102,HNEAP_RS00520,HNEAP_RS00520,5,NC_013422.1,104152,104227,-,,tRNA-Phe,0.5526,2,0.21072343573728922,0.09342403902471653,75,1,41.445,0.05196042862520371
103,HNEAP_RS00525,HNEAP_RS00525,1,NC_013422.1,104375,104971,+,,imidazoleglycerol-phosphate dehydratase,0.5695,11,6.903006277537521e-11,5.679972479857499e-15,596,0,339.422,0.053549518823839154
104,HNEAP_RS00530,HNEAP_RS00530,1,NC_013422.1,104974,105624,+,,imidazole glycerol phosphate synthase subunit HisH,0.5822,14,8.287322101887595e-12,1.2800625280220339e-16,650,0,378.43,0.05474368719796164
105,HNEAP_RS00535,HNEAP_RS00535,1,NC_013422.1,105661,106416,+,,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase,0.5913,12,1.343729650454468e-13,1.749802267666161e-19,755,0,446.4315,0.055599351151073034
106,HNEAP_RS00540,HNEAP_RS00540,1,NC_013422.1,106496,107269,+,,imidazole glycerol phosphate synthase subunit HisF,0.615,7,2.1177959874051087e-12,4.87463228385083e-19,773,1,475.395,0.057827838589396094
107,HNEAP_RS00545,HNEAP_RS00545,1,NC_013422.1,107266,107676,+,,phosphoribosyl-AMP cyclohydrolase,0.5693,7,1.0234736385815477e-07,1.5983633324936353e-10,410,0,233.413,0.05353071302267187
108,HNEAP_RS00550,HNEAP_RS00550,1,NC_013422.1,107663,108037,+,,phosphoribosyl-ATP diphosphatase,0.5733,6,6.717853384192799e-06,2.227302300113141e-08,374,1,214.41420000000002,0.05390682904601754
109,HNEAP_RS00555,HNEAP_RS00555,1,NC_013422.1,108062,108343,+,,twin-arginine translocase subunit TatA,0.5355,3,1.619366772529103e-05,4.9549403824643e-07,281,0,150.47549999999998,0.050352532625400986
110,HNEAP_RS12060,HNEAP_RS12060,1,NC_013422.1,108390,109016,+,,twin-arginine translocase subunit TatB,0.5598,6,4.089352812406245e-07,1.3544964925039275e-10,626,4,350.4348,0.05263743746722591
111,HNEAP_RS00565,HNEAP_RS00565,1,NC_013422.1,109082,110113,+,,twin-arginine translocase subunit TatC,0.5601,23,2.9703869959275977e-12,3.3260943306471444e-18,1031,5,577.4631,0.05266564616897684
112,HNEAP_RS00570,HNEAP_RS00570,1,NC_013422.1,110181,111722,+,,2 3-bisphosphoglycerate-independent phosphoglycerate mutase,0.5927,24,5.347088865061906e-27,4.1930414096207446e-39,1541,0,913.3507,0.05573099175924401
113,HNEAP_RS00575,HNEAP_RS00575,1,NC_013422.1,111734,112534,-,,iron export ABC transporter permease subunit FetB,0.5955,12,0.2783837287175238,0.0023299837417891807,800,27,476.40000000000003,0.055994272975585985
114,HNEAP_RS00580,HNEAP_RS00580,1,NC_013422.1,112531,113148,-,,ABC transporter,0.5437,10,0.18841446487242056,0.00986643602687722,617,19,335.4629,0.051123570473259605
115,HNEAP_RS00585,HNEAP_RS00585,1,NC_013422.1,113272,114618,-,,hypothetical protein,0.5828,22,0.7046843323394623,0.01179865151336611,1346,55,784.4488,0.05480010460146349
116,HNEAP_RS00590,HNEAP_RS00590,1,NC_013422.1,114766,116844,+,,DNA helicase RecG,0.6013,21,0.9999999999999999,0.999997649337182,2078,168,1249.5013999999999,0.056539641209437184
117,HNEAP_RS00595,HNEAP_RS00595,1,NC_013422.1,117014,117433,+,,Hsp20/alpha crystallin family protein,0.5571,5,0.9413598871585739,0.5608599722325351,419,22,233.4249,0.05238355915146759
118,HNEAP_RS12065,HNEAP_RS12065,1,NC_013422.1,117857,118837,+,,AraC family transcriptional regulator,0.6483,14,0.9996200218286914,0.49503540982731364,980,59,635.334,0.06095900448374876
119,HNEAP_RS00605,HNEAP_RS00605,1,NC_013422.1,118927,120123,+,,OmpA family protein,0.6708,10,0.9998922326437633,0.369171746733184,1196,72,802.2768,0.06307465711506813
120,HNEAP_RS00610,HNEAP_RS00610,1,NC_013422.1,120120,121379,+,,hypothetical protein,0.7175,6,0.9999863326319113,0.27393036275885624,1259,79,903.3325,0.06746581168762877
121,HNEAP_RS00615,HNEAP_RS00615,1,NC_013422.1,121407,121916,+,,hypothetical protein,0.5529,9,0.8180030415198308,0.2837473436777039,509,23,281.42609999999996,0.051988637326954634
122,HNEAP_RS00620,HNEAP_RS00620,1,NC_013422.1,121913,122284,+,,hypothetical protein,0.6075,6,0.9155574872202125,0.3632552033885119,371,19,225.38250000000002,0.057122621045622976
123,HNEAP_RS12070,HNEAP_RS12070,1,NC_013422.1,122315,123301,+,,AraC family transcriptional regulator,0.5633,20,0.9999999269881624,0.9980020607598624,986,73,555.4138,0.052966538987653376
124,HNEAP_RS12075,HNEAP_RS12075,1,NC_013422.1,123488,126406,+,,outer membrane autotransporter barrel domain-containing protein,0.5725,68,0.9999999999969409,0.9961933936115516,2918,190,1670.555,0.053831605841348405
125,HNEAP_RS00635,HNEAP_RS00635,1,NC_013422.1,126577,127962,-,,diguanylate cyclase,0.6075,17,0.999539656350361,0.47841626703306067,1385,78,841.3875,0.057122621045622976
126,HNEAP_RS00640,HNEAP_RS00640,1,NC_013422.1,127966,128337,-,,response regulator,0.5806,2,0.997222579242792,0.8824528880655351,371,25,215.4026,0.054593240788623376
127,HNEAP_RS00645,HNEAP_RS00645,1,NC_013422.1,128341,130917,-,,sensor histidine kinase,0.5813,35,0.9992479955746824,0.21133252141694442,2576,131,1497.4288000000001,0.05465906109270887
128,HNEAP_RS00650,HNEAP_RS00650,1,NC_013422.1,131115,131918,+,,serine/threonine-protein phosphatase,0.5908,11,0.9999600453240075,0.9328500062140236,803,54,474.4124,0.05555233664815482
129,HNEAP_RS00655,HNEAP_RS00655,1,NC_013422.1,131937,133043,+,,magnesium and cobalt transport protein CorA,0.5402,25,0.9999711463346048,0.9718969225575614,1106,70,597.4612,0.05079446895283215
130,HNEAP_RS00660,HNEAP_RS00660,1,NC_013422.1,133150,134403,+,,glycosyltransferase family 1 protein,0.5789,28,0.999999999999991,0.9999983987968188,1253,108,725.3616999999999,0.05443339147870146
131,HNEAP_RS00665,HNEAP_RS00665,1,NC_013422.1,134342,134968,+,,phosphatase PAP2 family protein,0.5694,11,0.9999997073094558,0.9986299133262304,626,51,356.44440000000003,0.05354011592325552
132,HNEAP_RS00670,HNEAP_RS00670,1,NC_013422.1,135220,136077,+,,general secretion pathway protein GspC,0.5967,12,0.9999974581096946,0.9734589908027428,857,61,511.3719,0.05610710778258968
133,HNEAP_RS00675,HNEAP_RS00675,1,NC_013422.1,136074,138251,+,,type II secretion system protein GspD,0.5822,38,0.9999989375546992,0.8348756649374764,2177,129,1267.4494000000002,0.054743687197961646
134,HNEAP_RS00680,HNEAP_RS00680,1,NC_013422.1,138262,139770,+,,type II secretion system protein GspE,0.611,20,0.999999999672731,0.9928841729843758,1508,109,921.388,0.05745172256605044
135,HNEAP_RS00685,HNEAP_RS00685,1,NC_013422.1,139777,141000,+,,type II secretion system protein GspF,0.5915,18,0.7921516914053766,0.023069535017443122,1223,52,723.4045,0.055618156952240316
